	S2.2016.N0	S2.2016.N400	S2.2017.N400	S5.2016.N0	S5.2016.N400	S5.2017.N0	S5.2017.N400
k127_17804737_S_bin.61_1	0	0	0	0	0	0	0	

k127_17804737_S_bin.61_2	0	0	0	0	0	0	0	

k127_17804737_S_bin.61_3	0	0	0	0	0	0	0	

k127_17804737_S_bin.61_4	0	0	0	0	0	0	0	

k127_17806005_S_bin.61_1	0	0	0	0	0	0	0	

k127_17806005_S_bin.61_2	0	0	0	0	0	0	0	

k127_17806005_S_bin.61_3	0	0	0	0	0	0	0	

k127_17806005_S_bin.61_4	0	0	0	0	0	0	0	

k127_17806005_S_bin.61_5	0	0	0	0	0	0	0	

k127_17806005_S_bin.61_6	0	0	0	0	0	0	0	

k127_17806005_S_bin.61_7	0	0	0	0	0	0	0	

k127_17807964_M_bin.47_1	0	0	0	0	0	0	0	

k127_17807964_M_bin.47_2	0	0	0	0	0	0	0	

k127_17807964_M_bin.47_3	0	0	0	0	0	0	0	

k127_17807964_M_bin.47_4	0	0	0	0	0	0	0	

k127_17807964_M_bin.47_5	0	0	0	0	0	0	0	

k127_17816435_M_bin.12_1	0	0	0	0	0	0	0	

k127_17816435_M_bin.12_2	0	0	0	0	0	0	0	

k127_17816435_M_bin.12_3	0	0	0	0	0	0	0	

k127_17816435_M_bin.12_4	0	0	0	0	0	0	0	

k127_17816435_M_bin.12_5	0	0	0	0	0	0	1	

k127_17816435_M_bin.12_6	0	0	0	0	0	0	0	

k127_17816435_M_bin.12_7	0	0	0	0	0	0	0	

k127_17816435_M_bin.12_8	0	0	0	0	0	0	0	

k127_17828525_M_bin.64_1	0	0	0	0	0	0	0	

k127_17828525_M_bin.64_2	0	0	0	0	0	0	0	

k127_17828525_M_bin.64_3	0	0	0	0	0	0	0	

k127_17828525_M_bin.64_4	0	0	0	0	0	0	0	

k127_17828525_M_bin.64_5	0	0	0	0	0	0	0	

k127_17840073_M_bin.50_1	0	0	0	0	0	0	0	

k127_17840073_M_bin.50_2	1	3	2	2	1	1	1	

k127_17844846_M_bin.64_1	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_10	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_11	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_12	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_13	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_2	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_3	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_4	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_5	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_6	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_7	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_8	0	0	0	0	0	0	0	

k127_17844846_M_bin.64_9	0	0	0	0	0	0	0	

k127_17846870_S_bin.61_1	0	0	0	0	0	0	0	

k127_17846870_S_bin.61_2	0	0	0	0	0	0	0	

k127_17846870_S_bin.61_3	0	0	0	0	0	0	0	

k127_17850128_S_bin.29_1	0	0	0	0	0	0	0	

k127_17850128_S_bin.29_2	0	0	0	0	0	0	0	

k127_17850128_S_bin.29_3	0	0	0	0	0	0	0	

k127_17852054_S_bin.28_1	0	0	0	0	0	0	0	

k127_17852054_S_bin.28_2	0	0	0	0	0	0	0	

k127_17852054_S_bin.28_3	0	0	0	0	0	0	0	

k127_17852054_S_bin.28_4	0	0	0	0	0	0	0	

k127_17865644_M_bin.47_1	0	0	0	0	0	0	0	

k127_17865644_M_bin.47_2	0	0	0	0	0	0	0	

k127_17865644_M_bin.47_3	0	0	0	0	0	0	0	

k127_17865644_M_bin.47_4	0	0	0	0	0	0	0	

k127_17872386_M_bin.60_1	0	0	0	0	0	0	0	

k127_17872386_M_bin.60_2	0	0	0	0	0	0	0	

k127_17872386_M_bin.60_3	0	0	0	0	0	0	0	

k127_17872386_M_bin.60_4	0	0	0	0	0	0	0	

k127_17872386_M_bin.60_5	0	0	0	0	0	0	0	

k127_17872386_M_bin.60_6	0	0	0	0	0	0	0	

k127_17873866_S_bin.61_1	0	0	0	0	0	0	0	

k127_17873866_S_bin.61_2	0	0	0	0	0	0	0	

k127_17873866_S_bin.61_3	0	0	0	0	0	0	0	

k127_17873866_S_bin.61_4	0	0	0	0	0	0	0	

k127_17887673_M_bin.52_1	0	0	0	0	0	0	0	

k127_17887673_M_bin.52_2	0	0	0	0	0	0	0	

k127_17887673_M_bin.52_3	0	0	0	0	0	0	0	

k127_17887673_M_bin.52_4	0	0	0	0	0	0	0	

k127_17887673_M_bin.52_5	0	0	0	0	0	0	0	

k127_17887673_M_bin.52_6	0	0	0	0	0	0	0	

k127_17887673_M_bin.52_7	0	0	0	0	0	0	0	

k127_17887673_M_bin.52_8	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_1	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_10	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_11	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_2	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_3	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_4	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_5	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_6	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_7	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_8	0	0	0	0	0	0	0	

k127_17889302_M_bin.60_9	0	0	0	0	0	0	0	

k127_17890402_M_bin.47_1	0	0	0	0	0	0	0	

k127_17890402_M_bin.47_2	0	0	0	0	0	0	0	

k127_17890402_M_bin.47_3	0	0	0	0	0	0	0	

k127_17890402_M_bin.47_4	0	0	0	0	0	0	0	

k127_17893961_M_bin.47_1	0	0	0	0	0	0	0	

k127_17893961_M_bin.47_2	0	0	0	0	0	0	0	

k127_17893961_M_bin.47_3	0	0	0	0	0	0	0	

k127_17897958_M_bin.105_1	0	0	0	0	0	0	0	

k127_17897958_M_bin.105_2	0	0	0	0	0	0	0	

k127_17897958_M_bin.105_3	0	0	0	0	0	0	0	

k127_17897958_M_bin.105_4	0	0	0	0	0	0	0	

k127_17897958_M_bin.105_5	0	0	0	0	0	0	0	

k127_17897958_M_bin.105_6	0	0	0	0	0	0	0	

k127_17899179_S_bin.61_1	0	0	0	0	0	0	0	

k127_17899179_S_bin.61_2	0	0	0	0	0	0	0	

k127_17899179_S_bin.61_3	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_1	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_10	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_11	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_12	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_13	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_14	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_15	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_16	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_17	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_18	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_2	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_3	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_4	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_5	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_6	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_7	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_8	0	0	0	0	0	0	0	

k127_17910678_S_bin.117_9	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_1	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_10	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_11	0	0	0	0	1	0	0	

k127_17912597_M_bin.8_12	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_13	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_14	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_15	1	0	1	1	0	0	0	

k127_17912597_M_bin.8_16	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_17	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_18	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_19	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_2	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_20	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_21	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_22	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_23	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_24	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_25	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_26	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_27	2	3	1	0	1	0	1	

k127_17912597_M_bin.8_28	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_29	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_3	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_30	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_31	0	1	0	2	0	0	0	

k127_17912597_M_bin.8_4	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_5	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_6	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_7	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_8	0	0	0	0	0	0	0	

k127_17912597_M_bin.8_9	0	0	0	0	0	0	0	

k127_17918986_M_bin.21_1	0	0	0	0	0	0	0	

k127_17918986_M_bin.21_2	0	0	0	0	0	0	0	

k127_17918986_M_bin.21_3	0	0	0	0	0	0	0	

k127_17918986_M_bin.21_4	0	0	0	0	0	0	0	

k127_17918986_M_bin.21_5	0	0	0	0	0	0	0	

k127_17919181_M_bin.52_1	0	0	0	0	0	0	0	

k127_17919181_M_bin.52_2	0	0	0	0	0	0	0	

k127_17919181_M_bin.52_3	0	0	0	0	0	0	0	

k127_17919181_M_bin.52_4	0	0	0	0	0	0	0	

k127_17919181_M_bin.52_5	0	0	0	0	0	0	0	

k127_17919181_M_bin.52_6	0	0	0	0	0	0	0	

k127_17924125_S_bin.61_1	0	0	0	0	0	0	0	

k127_17924125_S_bin.61_2	0	0	0	0	0	0	0	

k127_17924125_S_bin.61_3	0	0	0	0	0	0	0	

k127_17931949_M_bin.67_1	0	0	0	0	0	0	0	

k127_17931949_M_bin.67_2	0	0	0	0	0	0	0	

k127_17931949_M_bin.67_3	0	0	0	0	0	0	0	

k127_17931949_M_bin.67_4	0	0	0	0	0	0	0	

k127_17932949_M_bin.12_1	0	0	0	0	0	0	0	

k127_17932949_M_bin.12_2	0	0	0	0	0	0	0	

k127_17932949_M_bin.12_3	0	0	0	0	0	0	0	

k127_17932949_M_bin.12_4	0	0	0	0	0	0	0	

k127_17939628_M_bin.67_1	0	0	0	0	0	0	0	

k127_17939628_M_bin.67_2	0	0	0	0	0	0	0	

k127_17939628_M_bin.67_3	0	0	0	0	0	0	0	

k127_17939628_M_bin.67_4	0	0	0	0	0	0	0	

k127_17967931_S_bin.117_1	0	0	0	0	0	0	0	

k127_17967931_S_bin.117_2	0	0	0	0	0	0	0	

k127_17967931_S_bin.117_3	0	0	0	0	0	0	0	

k127_17967931_S_bin.117_4	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_1	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_10	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_11	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_12	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_2	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_3	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_4	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_5	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_6	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_7	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_8	0	0	0	0	0	0	0	

k127_17971475_M_bin.67_9	0	0	0	0	0	0	0	

k127_17972854_S_bin.29_1	0	0	1	0	0	1	0	

k127_17972854_S_bin.29_2	0	0	0	0	0	0	0	

k127_17972854_S_bin.29_3	0	0	0	0	0	0	0	

k127_17972854_S_bin.29_4	0	0	0	0	0	0	0	

k127_17972854_S_bin.29_5	0	1	0	0	0	0	0	

k127_17990247_S_bin.27_1	2	1	1	1	0	3	3	

k127_17990247_S_bin.27_2	0	0	0	0	0	0	0	

k127_17990247_S_bin.27_3	0	0	1	0	0	0	0	

k127_17990247_S_bin.27_4	0	0	0	0	0	0	0	

k127_17990247_S_bin.27_5	0	0	0	0	0	0	0	

k127_17991599_S_bin.61_1	0	0	0	0	0	0	0	

k127_17991599_S_bin.61_2	0	0	0	0	0	0	0	

k127_17991599_S_bin.61_3	0	0	0	0	0	0	0	

k127_17991599_S_bin.61_4	0	0	0	0	0	0	0	

k127_17991599_S_bin.61_5	0	0	0	0	0	0	0	

k127_17991599_S_bin.61_6	0	0	0	0	0	0	0	

k127_17991599_S_bin.61_7	0	0	0	0	0	0	0	

k127_17991599_S_bin.61_8	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_1	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_10	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_11	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_12	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_13	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_14	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_2	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_3	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_4	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_5	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_6	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_7	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_8	0	0	0	0	0	0	0	

k127_17997730_S_bin.28_9	0	0	0	0	0	0	0	

k127_18006473_M_bin.12_1	0	0	0	0	0	0	0	

k127_18006473_M_bin.12_2	0	0	0	0	0	0	0	

k127_18006473_M_bin.12_3	0	0	0	0	0	0	0	

k127_18006473_M_bin.12_4	0	0	0	0	0	0	0	

k127_18013585_M_bin.47_1	0	0	0	0	0	0	0	

k127_18013585_M_bin.47_2	0	0	0	0	0	0	0	

k127_18013585_M_bin.47_3	0	0	0	0	0	0	0	

k127_18013585_M_bin.47_4	0	0	0	0	0	0	0	

k127_18013585_M_bin.47_5	0	0	0	0	0	0	0	

k127_18013585_M_bin.47_6	0	0	0	0	0	0	0	

k127_18013585_M_bin.47_7	0	0	0	0	0	0	0	

k127_18013806_M_bin.52_1	0	0	0	0	0	0	0	

k127_18013806_M_bin.52_2	0	0	0	0	0	0	0	

k127_18013806_M_bin.52_3	0	0	0	0	0	0	0	

k127_18013806_M_bin.52_4	0	0	0	0	0	0	0	

k127_18013806_M_bin.52_5	0	0	0	0	0	0	0	

k127_18013806_M_bin.52_6	0	0	0	0	0	0	0	

k127_18013806_M_bin.52_7	0	0	0	0	0	0	0	

k127_18013806_M_bin.52_8	0	0	0	0	0	0	0	

k127_18015120_M_bin.47_1	0	0	0	0	0	0	0	

k127_18015120_M_bin.47_2	0	0	0	0	0	0	0	

k127_18017756_S_bin.61_1	0	0	0	0	0	0	0	

k127_18017756_S_bin.61_2	0	0	0	0	0	0	0	

k127_18017756_S_bin.61_3	0	0	0	0	0	0	0	

k127_18017756_S_bin.61_4	0	0	0	0	0	0	0	

k127_18026837_M_bin.64_1	0	0	0	0	0	0	0	

k127_18026837_M_bin.64_2	0	0	0	0	0	0	0	

k127_18026837_M_bin.64_3	0	0	0	0	0	0	0	

k127_18026837_M_bin.64_4	0	0	0	0	0	0	0	

k127_1802684_M_bin.50_1	0	0	0	0	0	0	0	

k127_1802684_M_bin.50_2	0	0	0	0	0	0	0	

k127_1802684_M_bin.50_3	0	0	0	0	0	0	0	

k127_1802684_M_bin.50_4	0	0	0	0	0	0	0	

k127_1802684_M_bin.50_5	0	0	0	0	0	0	0	

k127_18029606_M_bin.35_1	0	0	0	0	0	0	0	

k127_18029606_M_bin.35_2	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_1	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_10	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_11	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_12	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_13	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_14	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_15	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_16	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_2	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_3	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_4	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_5	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_6	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_7	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_8	0	0	0	0	0	0	0	

k127_18039261_M_bin.12_9	0	0	0	0	0	0	0	

k127_18040309_S_bin.28_1	0	0	0	0	0	0	0	

k127_18040309_S_bin.28_2	0	0	0	0	0	0	0	

k127_18040309_S_bin.28_3	0	0	0	0	0	0	0	

k127_18040309_S_bin.28_4	0	0	0	0	0	0	0	

k127_18040309_S_bin.28_5	0	0	0	0	0	0	0	

k127_18040309_S_bin.28_6	0	0	0	0	0	0	0	

k127_18040309_S_bin.28_7	0	0	0	0	0	0	0	

k127_18043078_M_bin.21_1	0	0	0	0	0	0	0	

k127_18043078_M_bin.21_2	0	0	0	0	0	0	0	

k127_18043078_M_bin.21_3	0	0	0	0	0	0	0	

k127_18043078_M_bin.21_4	0	0	0	0	0	0	0	

k127_18043078_M_bin.21_5	0	0	0	0	0	0	0	

k127_18043078_M_bin.21_6	0	0	0	0	0	0	0	

k127_18043078_M_bin.21_7	0	0	0	0	0	0	0	

k127_18043078_M_bin.21_8	0	0	0	0	0	0	0	

k127_18044102_S_bin.29_1	0	0	0	0	0	0	0	

k127_18044102_S_bin.29_2	0	0	0	0	0	0	0	

k127_18044102_S_bin.29_3	0	0	0	0	0	0	0	

k127_18044102_S_bin.29_4	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_1	1	3	8	3	2	8	3	

k127_18044261_M_bin.60_10	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_11	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_12	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_13	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_14	3	5	4	3	4	4	3	

k127_18044261_M_bin.60_2	28	26	26	25	20	23	17	

k127_18044261_M_bin.60_3	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_4	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_5	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_6	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_7	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_8	0	0	0	0	0	0	0	

k127_18044261_M_bin.60_9	0	0	0	0	0	0	0	

k127_18057365_M_bin.67_1	0	0	0	0	0	0	0	

k127_18057365_M_bin.67_10	0	0	0	0	0	0	0	

k127_18057365_M_bin.67_2	0	0	0	0	0	0	0	

k127_18057365_M_bin.67_3	0	0	0	0	0	0	0	

k127_18057365_M_bin.67_4	0	0	0	0	0	0	0	

k127_18057365_M_bin.67_5	0	0	0	0	0	0	0	

k127_18057365_M_bin.67_6	0	0	0	0	0	0	0	

k127_18057365_M_bin.67_7	0	0	0	0	0	0	0	

k127_18057365_M_bin.67_8	0	0	0	0	0	0	0	

k127_18057365_M_bin.67_9	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_1	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_10	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_11	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_12	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_13	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_14	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_15	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_2	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_3	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_4	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_5	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_6	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_7	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_8	0	0	0	0	0	0	0	

k127_18067636_M_bin.52_9	0	0	0	0	0	0	0	

k127_18075818_M_bin.8_1	0	0	0	0	0	0	0	

k127_18075818_M_bin.8_2	0	0	0	0	0	0	0	

k127_18075818_M_bin.8_3	0	0	0	0	0	0	0	

k127_18075818_M_bin.8_4	0	0	0	0	0	0	0	

k127_18075818_M_bin.8_5	0	0	0	0	0	0	0	

k127_18075818_M_bin.8_6	0	0	0	0	0	0	0	

k127_18075818_M_bin.8_7	0	0	0	0	0	0	0	

k127_18075818_M_bin.8_8	6	7	5	6	5	3	6	

k127_18075818_M_bin.8_9	0	0	0	0	0	0	0	

k127_18077204_S_bin.29_1	0	0	0	0	0	0	0	

k127_18077204_S_bin.29_2	0	0	0	0	0	0	0	

k127_18077204_S_bin.29_3	0	0	0	0	0	0	0	

k127_18077204_S_bin.29_4	0	0	0	0	0	0	0	

k127_18077204_S_bin.29_5	0	0	0	0	0	0	0	

k127_18078079_S_bin.29_1	0	0	0	0	0	0	0	

k127_18078079_S_bin.29_2	0	0	1	0	0	0	0	

k127_18078079_S_bin.29_3	0	0	0	0	0	0	0	

k127_18078079_S_bin.29_4	0	0	0	0	0	0	0	

k127_18084088_S_bin.27_1	1	0	0	0	0	0	1	

k127_18084088_S_bin.27_2	0	0	0	0	0	0	0	

k127_18084088_S_bin.27_3	0	0	0	0	0	0	0	

k127_18084088_S_bin.27_4	0	0	0	0	0	0	0	

k127_18084088_S_bin.27_5	0	0	0	0	0	0	0	

k127_18092230_M_bin.47_1	0	0	0	0	0	0	0	

k127_18092230_M_bin.47_2	0	0	0	0	0	0	0	

k127_18092230_M_bin.47_3	0	0	0	0	0	0	0	

k127_18092230_M_bin.47_4	0	0	0	0	0	0	0	

k127_18092230_M_bin.47_5	0	0	0	0	0	0	0	

k127_18095690_M_bin.47_1	0	0	0	0	0	0	0	

k127_18095690_M_bin.47_2	0	0	0	0	0	0	0	

k127_18100384_M_bin.12_1	0	0	0	0	0	0	0	

k127_18100384_M_bin.12_2	0	0	0	0	0	0	0	

k127_18100384_M_bin.12_3	0	0	0	0	0	0	0	

k127_18100384_M_bin.12_4	0	0	0	0	0	0	0	

k127_18100384_M_bin.12_5	0	0	0	0	0	0	0	

k127_18100384_M_bin.12_6	0	0	0	0	0	0	0	

k127_18100384_M_bin.12_7	0	0	0	0	0	0	0	

k127_18107259_S_bin.29_1	0	0	0	0	0	0	0	

k127_18107259_S_bin.29_2	0	0	0	0	0	0	0	

k127_18107259_S_bin.29_3	0	0	0	0	0	0	0	

k127_18107259_S_bin.29_4	0	0	0	0	0	0	0	

k127_18107259_S_bin.29_5	0	0	0	0	0	0	0	

k127_18107259_S_bin.29_6	0	0	0	2	1	0	0	

k127_18107259_S_bin.29_7	0	0	0	0	0	0	0	

k127_18107259_S_bin.29_8	0	0	0	0	0	0	0	

k127_18107259_S_bin.29_9	0	0	0	0	0	0	0	

k127_18123050_M_bin.47_1	0	0	0	0	0	0	0	

k127_18123050_M_bin.47_2	0	0	0	0	0	0	0	

k127_18123050_M_bin.47_3	0	0	0	0	0	0	0	

k127_18123050_M_bin.47_4	0	0	0	0	0	0	0	

k127_18123050_M_bin.47_5	0	0	0	0	0	0	0	

k127_18123050_M_bin.47_6	0	0	0	0	0	0	0	

k127_1812349_M_bin.12_1	0	0	0	0	0	0	0	

k127_1812349_M_bin.12_2	0	0	0	0	0	0	0	

k127_1812349_M_bin.12_3	0	0	0	0	0	0	0	

k127_1812349_M_bin.12_4	0	0	0	0	0	0	0	

k127_1812349_M_bin.12_5	0	0	0	0	0	0	0	

k127_1812349_M_bin.12_6	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_1	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_10	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_11	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_2	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_3	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_4	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_5	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_6	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_7	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_8	0	0	0	0	0	0	0	

k127_18128704_M_bin.12_9	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_1	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_10	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_11	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_12	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_13	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_14	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_15	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_16	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_17	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_18	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_19	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_2	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_20	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_21	3	3	4	1	1	4	2	

k127_18137940_M_bin.21_22	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_23	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_24	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_25	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_26	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_27	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_28	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_29	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_3	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_4	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_5	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_6	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_7	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_8	0	0	0	0	0	0	0	

k127_18137940_M_bin.21_9	0	0	0	0	0	0	0	

k127_18139399_M_bin.21_1	0	0	0	0	0	0	0	

